,ID,Bill,Treatment,Position,tseen,Question,Response,Var,GENDER,AGE,COUNTRY,EDUC,ECSTAT,PLACE,REGION,POLINT,RELIMP,RELQUANT,PolTrust,PolCompetence,PolInf,GovStrongLeader,GovExperts,GovDem,RightsVersusGov,Treat
1586,99,1,2,3,0,Q2,29,4,1,42,1,5,4,1,33,2,2,5,4.0,3.0,2.8333333333333335,3,3,3,4,2
1587,100,3,0,1,0,Q2,90,5,0,38,1,5,4,4,34,4,3,4,4.333333333333333,3.0,3.5,4,3,3,2,0
1588,100,1,1,2,0,Q2,70,5,0,38,1,5,4,4,34,4,3,4,4.333333333333333,3.0,3.5,4,3,3,2,1
1589,100,2,2,3,0,Q2,80,5,0,38,1,5,4,4,34,4,3,4,4.333333333333333,3.0,3.5,4,3,3,2,2
1590,101,3,1,1,0,Q2,92,6,1,55,1,5,4,4,75,4,2,4,4.666666666666667,2.75,3.8333333333333335,5,3,4,2,1
1591,101,2,1,2,1,Q2,6,6,1,55,1,5,4,4,75,4,2,4,4.666666666666667,2.75,3.8333333333333335,5,3,4,2,1
1592,101,1,2,3,0,Q2,98,6,1,55,1,5,4,4,75,4,2,4,4.666666666666667,2.75,3.8333333333333335,5,3,4,2,2
1593,102,1,0,1,0,Q2,50,1,1,47,1,5,3,3,34,2,3,6,4.0,2.0,3.3333333333333335,3,3,3,3,0
1594,102,2,0,2,0,Q2,50,1,1,47,1,5,3,3,34,2,3,6,4.0,2.0,3.3333333333333335,3,3,3,3,0
1595,102,3,1,3,0,Q2,50,1,1,47,1,5,3,3,34,2,3,6,4.0,2.0,3.3333333333333335,3,3,3,3,1
1596,103,1,2,1,0,Q2,50,2,1,38,1,2,3,2,8,1,4,7,4.0,1.0,3.0,4,4,4,2,2
1597,103,3,1,2,0,Q2,100,2,1,38,1,2,3,2,8,1,4,7,4.0,1.0,3.0,4,4,4,2,1
1598,103,2,1,3,1,Q2,6,2,1,38,1,2,3,2,8,1,4,7,4.0,1.0,3.0,4,4,4,2,1
1599,108,1,2,1,0,Q2,50,1,0,45,1,5,4,4,65,3,3,6,3.0,3.0,2.8333333333333335,4,2,4,2,2
1600,108,2,1,2,0,Q2,50,1,0,45,1,5,4,4,65,3,3,6,3.0,3.0,2.8333333333333335,4,2,4,2,1
1601,108,3,0,3,0,Q2,53,1,0,45,1,5,4,4,65,3,3,6,3.0,3.0,2.8333333333333335,4,2,4,2,0
1602,109,1,0,1,0,Q2,100,2,0,28,1,2,3,2,40,1,4,7,2.6666666666666665,3.25,2.8333333333333335,2,2,3,4,0
1603,109,3,1,2,0,Q2,9,2,0,28,1,2,3,2,40,1,4,7,2.6666666666666665,3.25,2.8333333333333335,2,2,3,4,1
1604,109,2,0,3,0,Q2,59,2,0,28,1,2,3,2,40,1,4,7,2.6666666666666665,3.25,2.8333333333333335,2,2,3,4,0
1605,110,2,1,1,0,Q2,0,3,0,28,1,5,5,1,67,4,3,4,2.0,4.0,2.6666666666666665,2,4,2,2,1
1606,110,1,1,2,1,Q2,40,3,0,28,1,5,5,1,67,4,3,4,2.0,4.0,2.6666666666666665,2,4,2,2,1
1607,110,3,2,3,0,Q2,40,3,0,28,1,5,5,1,67,4,3,4,2.0,4.0,2.6666666666666665,2,4,2,2,2
1608,112,3,0,1,0,Q2,0,5,1,23,1,3,3,6,78,4,4,7,3.3333333333333335,3.25,1.0,5,5,1,4,0
1609,112,1,2,2,0,Q2,0,5,1,23,1,3,3,6,78,4,4,7,3.3333333333333335,3.25,1.0,5,5,1,4,2
1610,112,2,2,3,1,Q2,0,5,1,23,1,3,3,6,78,4,4,7,3.3333333333333335,3.25,1.0,5,5,1,4,2
1611,113,3,2,1,0,Q2,50,6,0,50,1,3,4,4,72,4,3,7,4.333333333333333,2.5,3.5,4,2,4,2,2
1612,113,2,1,2,0,Q2,82,6,0,50,1,3,4,4,72,4,3,7,4.333333333333333,2.5,3.5,4,2,4,2,1
1613,113,1,0,3,0,Q2,99,6,0,50,1,3,4,4,72,4,3,7,4.333333333333333,2.5,3.5,4,2,4,2,0
1614,115,1,1,1,0,Q2,67,2,1,48,1,5,3,4,73,1,3,5,5.0,3.0,3.1666666666666665,3,4,3,3,1
1615,115,3,1,2,1,Q2,55,2,1,48,1,5,3,4,73,1,3,5,5.0,3.0,3.1666666666666665,3,4,3,3,1
1616,115,2,1,3,1,Q2,31,2,1,48,1,5,3,4,73,1,3,5,5.0,3.0,3.1666666666666665,3,4,3,3,1
1617,116,2,1,1,0,Q2,51,3,0,30,1,5,3,2,4,2,2,5,3.0,3.0,3.0,3,3,3,3,1
1618,116,1,0,2,0,Q2,51,3,0,30,1,5,3,2,4,2,2,5,3.0,3.0,3.0,3,3,3,3,0
1619,116,3,2,3,0,Q2,49,3,0,30,1,5,3,2,4,2,2,5,3.0,3.0,3.0,3,3,3,3,2
1620,117,2,0,1,0,Q2,70,4,0,59,1,5,2,2,49,4,3,5,3.6666666666666665,2.0,2.8333333333333335,4,3,3,2,0
1621,117,3,0,2,0,Q2,48,4,0,59,1,5,2,2,49,4,3,5,3.6666666666666665,2.0,2.8333333333333335,4,3,3,2,0
1622,117,1,2,3,0,Q2,41,4,0,59,1,5,2,2,49,4,3,5,3.6666666666666665,2.0,2.8333333333333335,4,3,3,2,2
1623,118,3,2,1,0,Q2,10,5,0,50,1,5,3,2,15,5,2,4,4.0,5.0,3.5,4,3,4,2,2
1624,118,1,2,2,1,Q2,75,5,0,50,1,5,3,2,15,5,2,4,4.0,5.0,3.5,4,3,4,2,2
1625,118,2,1,3,0,Q2,90,5,0,50,1,5,3,2,15,5,2,4,4.0,5.0,3.5,4,3,4,2,1
1626,119,3,1,1,0,Q2,0,6,1,26,1,3,3,3,34,1,4,7,1.6666666666666667,1.0,1.5,3,3,4,3,1
1627,119,2,1,2,1,Q2,0,6,1,26,1,3,3,3,34,1,4,7,1.6666666666666667,1.0,1.5,3,3,4,3,1
1628,119,1,1,3,1,Q2,0,6,1,26,1,3,3,3,34,1,4,7,1.6666666666666667,1.0,1.5,3,3,4,3,1
1629,120,1,0,1,0,Q2,50,1,1,31,1,5,4,2,25,4,4,7,5.0,3.5,5.0,5,5,5,1,0
1630,120,2,1,2,0,Q2,0,1,1,31,1,5,4,2,25,4,4,7,5.0,3.5,5.0,5,5,5,1,1
1631,120,3,1,3,1,Q2,28,1,1,31,1,5,4,2,25,4,4,7,5.0,3.5,5.0,5,5,5,1,1
1632,122,2,0,1,0,Q2,68,3,1,34,1,3,4,4,66,2,3,7,2.0,3.0,3.0,4,4,3,3,0
1633,122,1,0,2,0,Q2,100,3,1,34,1,3,4,4,66,2,3,7,2.0,3.0,3.0,4,4,3,3,0
1634,122,3,0,3,0,Q2,0,3,1,34,1,3,4,4,66,2,3,7,2.0,3.0,3.0,4,4,3,3,0
1635,123,2,2,1,0,Q2,53,4,0,26,1,3,3,6,66,2,1,4,3.6666666666666665,1.5,3.0,4,3,4,4,2
1636,123,3,2,2,1,Q2,72,4,0,26,1,3,3,6,66,2,1,4,3.6666666666666665,1.5,3.0,4,3,4,4,2
1637,123,1,2,3,1,Q2,66,4,0,26,1,3,3,6,66,2,1,4,3.6666666666666665,1.5,3.0,4,3,4,4,2
1638,124,3,0,1,0,Q2,2,5,0,62,1,3,3,2,1,2,3,7,4.0,2.0,3.6666666666666665,4,4,3,4,0
1639,124,1,1,2,0,Q2,0,5,0,62,1,3,3,2,1,2,3,7,4.0,2.0,3.6666666666666665,4,4,3,4,1
1640,124,2,1,3,1,Q2,50,5,0,62,1,3,3,2,1,2,3,7,4.0,2.0,3.6666666666666665,4,4,3,4,1
1641,130,3,1,1,0,Q2,0,5,1,24,1,3,4,4,64,2,3,7,5.0,4.5,4.666666666666667,5,4,5,4,1
1642,130,1,2,2,0,Q2,100,5,1,24,1,3,4,4,64,2,3,7,5.0,4.5,4.666666666666667,5,4,5,4,2
1643,130,2,0,3,0,Q2,0,5,1,24,1,3,4,4,64,2,3,7,5.0,4.5,4.666666666666667,5,4,5,4,0
1644,131,3,2,1,0,Q2,51,6,1,29,1,5,3,2,37,2,4,7,2.3333333333333335,1.5,2.3333333333333335,3,4,2,2,2
1645,131,2,1,2,0,Q2,0,6,1,29,1,5,3,2,37,2,4,7,2.3333333333333335,1.5,2.3333333333333335,3,4,2,2,1
1646,131,1,2,3,1,Q2,10,6,1,29,1,5,3,2,37,2,4,7,2.3333333333333335,1.5,2.3333333333333335,3,4,2,2,2
1647,132,1,2,1,0,Q2,100,1,1,44,1,5,2,5,68,4,2,7,3.6666666666666665,2.25,4.0,5,4,4,2,2
1648,132,2,2,2,1,Q2,0,1,1,44,1,5,2,5,68,4,2,7,3.6666666666666665,2.25,4.0,5,4,4,2,2
1649,132,3,1,3,0,Q2,78,1,1,44,1,5,2,5,68,4,2,7,3.6666666666666665,2.25,4.0,5,4,4,2,1
1650,134,2,2,1,0,Q2,1,3,1,56,1,3,4,2,73,4,2,6,3.3333333333333335,3.0,2.8333333333333335,5,2,4,1,2
1651,134,1,1,2,0,Q2,50,3,1,56,1,3,4,2,73,4,2,6,3.3333333333333335,3.0,2.8333333333333335,5,2,4,1,1
1652,134,3,0,3,0,Q2,99,3,1,56,1,3,4,2,73,4,2,6,3.3333333333333335,3.0,2.8333333333333335,5,2,4,1,0
1653,135,2,1,1,0,Q2,0,4,0,34,1,3,3,3,3,3,4,7,3.0,2.5,2.6666666666666665,3,3,4,3,1
1654,135,3,1,2,1,Q2,0,4,0,34,1,3,3,3,3,3,4,7,3.0,2.5,2.6666666666666665,3,3,4,3,1
1655,135,1,2,3,0,Q2,0,4,0,34,1,3,3,3,3,3,4,7,3.0,2.5,2.6666666666666665,3,3,4,3,2
1656,137,3,0,1,0,Q2,81,6,1,36,1,5,2,2,49,4,2,2,1.0,3.75,1.0,4,4,4,4,0
1657,137,2,1,2,0,Q2,82,6,1,36,1,5,2,2,49,4,2,2,1.0,3.75,1.0,4,4,4,4,1
1658,137,1,2,3,0,Q2,5,6,1,36,1,5,2,2,49,4,2,2,1.0,3.75,1.0,4,4,4,4,2
1659,138,1,0,1,0,Q2,56,1,1,55,1,5,3,2,39,3,3,7,3.6666666666666665,2.0,1.6666666666666667,3,4,4,4,0
1660,138,2,1,2,0,Q2,0,1,1,55,1,5,3,2,39,3,3,7,3.6666666666666665,2.0,1.6666666666666667,3,4,4,4,1
1661,138,3,2,3,0,Q2,1,1,1,55,1,5,3,2,39,3,3,7,3.6666666666666665,2.0,1.6666666666666667,3,4,4,4,2
1662,139,1,2,1,0,Q2,88,2,0,44,1,5,3,1,67,2,3,6,4.0,2.0,4.0,4,4,4,2,2
1663,139,3,2,2,1,Q2,12,2,0,44,1,5,3,1,67,2,3,6,4.0,2.0,4.0,4,4,4,2,2
1664,139,2,1,3,0,Q2,10,2,0,44,1,5,3,1,67,2,3,6,4.0,2.0,4.0,4,4,4,2,1
1665,140,2,1,1,0,Q2,0,3,0,53,1,3,4,1,33,4,3,6,1.3333333333333333,2.0,1.6666666666666667,3,2,4,3,1
1666,140,1,1,2,1,Q2,23,3,0,53,1,3,4,1,33,4,3,6,1.3333333333333333,2.0,1.6666666666666667,3,2,4,3,1
1667,140,3,1,3,1,Q2,61,3,0,53,1,3,4,1,33,4,3,6,1.3333333333333333,2.0,1.6666666666666667,3,2,4,3,1
1668,141,2,0,1,0,Q2,0,4,0,48,1,3,2,4,64,4,2,6,1.0,3.75,1.0,5,5,5,3,0
1669,141,3,0,2,0,Q2,0,4,0,48,1,3,2,4,64,4,2,6,1.0,3.75,1.0,5,5,5,3,0
1670,141,1,2,3,0,Q2,0,4,0,48,1,3,2,4,64,4,2,6,1.0,3.75,1.0,5,5,5,3,2
1671,143,3,1,1,0,Q2,92,6,0,43,1,5,3,2,79,2,3,6,4.0,2.25,3.5,4,2,4,2,1
1672,143,2,1,2,1,Q2,10,6,0,43,1,5,3,2,79,2,3,6,4.0,2.25,3.5,4,2,4,2,1
1673,143,1,2,3,0,Q2,100,6,0,43,1,5,3,2,79,2,3,6,4.0,2.25,3.5,4,2,4,2,2
1674,144,1,1,1,0,Q2,64,1,1,37,1,5,3,2,39,2,4,6,3.3333333333333335,1.5,1.3333333333333333,3,3,4,2,1
1675,144,2,1,2,1,Q2,28,1,1,37,1,5,3,2,39,2,4,6,3.3333333333333335,1.5,1.3333333333333333,3,3,4,2,1
1676,144,3,0,3,0,Q2,27,1,1,37,1,5,3,2,39,2,4,6,3.3333333333333335,1.5,1.3333333333333333,3,3,4,2,0
1677,147,2,2,1,0,Q2,50,4,0,35,1,3,3,3,8,4,1,7,2.0,2.5,2.3333333333333335,4,3,2,3,2
1678,147,3,0,2,0,Q2,100,4,0,35,1,3,3,3,8,4,1,7,2.0,2.5,2.3333333333333335,4,3,2,3,0
1679,147,1,1,3,0,Q2,100,4,0,35,1,3,3,3,8,4,1,7,2.0,2.5,2.3333333333333335,4,3,2,3,1
1680,150,1,0,1,0,Q2,0,1,0,36,1,5,4,1,67,4,3,6,1.3333333333333333,4.0,1.0,2,4,4,3,0
1681,150,2,0,2,0,Q2,0,1,0,36,1,5,4,1,67,4,3,6,1.3333333333333333,4.0,1.0,2,4,4,3,0
1682,150,3,0,3,0,Q2,0,1,0,36,1,5,4,1,67,4,3,6,1.3333333333333333,4.0,1.0,2,4,4,3,0
1683,151,1,2,1,0,Q2,76,2,1,41,1,5,3,4,75,4,3,6,1.0,3.5,2.6666666666666665,2,1,4,3,2
1684,151,3,1,2,0,Q2,100,2,1,41,1,5,3,4,75,4,3,6,1.0,3.5,2.6666666666666665,2,1,4,3,1
1685,151,2,2,3,1,Q2,100,2,1,41,1,5,3,4,75,4,3,6,1.0,3.5,2.6666666666666665,2,1,4,3,2
1686,152,2,0,1,0,Q2,26,3,0,27,1,3,3,2,16,1,1,7,2.0,2.0,2.0,1,1,1,5,0
1687,152,1,0,2,0,Q2,99,3,0,27,1,3,3,2,16,1,1,7,2.0,2.0,2.0,1,1,1,5,0
1688,152,3,1,3,0,Q2,0,3,0,27,1,3,3,2,16,1,1,7,2.0,2.0,2.0,1,1,1,5,1
1689,154,3,2,1,0,Q2,68,5,1,31,1,5,4,1,67,2,2,4,2.0,2.25,2.0,4,4,4,2,2
1690,154,1,0,2,0,Q2,26,5,1,31,1,5,4,1,67,2,2,4,2.0,2.25,2.0,4,4,4,2,0
1691,154,2,1,3,0,Q2,11,5,1,31,1,5,4,1,67,2,2,4,2.0,2.25,2.0,4,4,4,2,1
1692,155,3,2,1,0,Q2,28,6,1,40,1,5,4,4,79,4,3,6,5.0,1.5,2.6666666666666665,3,1,4,1,2
1693,155,2,2,2,1,Q2,0,6,1,40,1,5,4,4,79,4,3,6,5.0,1.5,2.6666666666666665,3,1,4,1,2
1694,155,1,2,3,1,Q2,100,6,1,40,1,5,4,4,79,4,3,6,5.0,1.5,2.6666666666666665,3,1,4,1,2
1695,156,1,1,1,0,Q2,49,1,0,30,1,2,3,4,27,5,3,7,1.0,4.0,4.333333333333333,1,3,5,4,1
1696,156,2,2,2,0,Q2,0,1,0,30,1,2,3,4,27,5,3,7,1.0,4.0,4.333333333333333,1,3,5,4,2
1697,156,3,1,3,1,Q2,51,1,0,30,1,2,3,4,27,5,3,7,1.0,4.0,4.333333333333333,1,3,5,4,1
1698,157,1,0,1,0,Q2,51,2,1,32,1,5,3,2,8,4,3,5,3.3333333333333335,2.75,2.5,2,4,5,3,0
1699,157,3,0,2,0,Q2,15,2,1,32,1,5,3,2,8,4,3,5,3.3333333333333335,2.75,2.5,2,4,5,3,0
1700,157,2,0,3,0,Q2,0,2,1,32,1,5,3,2,8,4,3,5,3.3333333333333335,2.75,2.5,2,4,5,3,0
1701,158,2,0,1,0,Q2,50,3,0,49,1,3,4,4,78,4,2,7,4.333333333333333,3.75,3.5,4,3,3,3,0
1702,158,1,1,2,0,Q2,50,3,0,49,1,3,4,4,78,4,2,7,4.333333333333333,3.75,3.5,4,3,3,3,1
1703,158,3,1,3,1,Q2,93,3,0,49,1,3,4,4,78,4,2,7,4.333333333333333,3.75,3.5,4,3,3,3,1
1704,160,3,0,1,0,Q2,86,5,1,33,1,5,4,2,73,2,2,4,3.0,1.0,2.0,4,2,3,4,0
1705,160,1,2,2,0,Q2,83,5,1,33,1,5,4,2,73,2,2,4,3.0,1.0,2.0,4,2,3,4,2
1706,160,2,2,3,1,Q2,70,5,1,33,1,5,4,2,73,2,2,4,3.0,1.0,2.0,4,2,3,4,2
1707,162,1,0,1,0,Q2,0,1,0,54,1,5,3,2,49,2,3,6,3.0,3.5,3.3333333333333335,4,3,4,3,0
1708,162,2,0,2,0,Q2,82,1,0,54,1,5,3,2,49,2,3,6,3.0,3.5,3.3333333333333335,4,3,4,3,0
1709,162,3,0,3,0,Q2,50,1,0,54,1,5,3,2,49,2,3,6,3.0,3.5,3.3333333333333335,4,3,4,3,0
1710,163,1,1,1,0,Q2,92,2,0,38,1,5,2,2,25,4,2,5,3.0,2.5,2.5,4,2,2,2,1
1711,163,3,0,2,0,Q2,20,2,0,38,1,5,2,2,25,4,2,5,3.0,2.5,2.5,4,2,2,2,0
1712,163,2,1,3,1,Q2,27,2,0,38,1,5,2,2,25,4,2,5,3.0,2.5,2.5,4,2,2,2,1
1713,164,2,1,1,0,Q2,45,3,1,31,1,4,4,1,67,3,1,4,4.0,1.0,2.5,3,3,3,3,1
1714,164,1,2,2,0,Q2,37,3,1,31,1,4,4,1,67,3,1,4,4.0,1.0,2.5,3,3,3,3,2
1715,164,3,2,3,1,Q2,32,3,1,31,1,4,4,1,67,3,1,4,4.0,1.0,2.5,3,3,3,3,2
1716,165,2,1,1,0,Q2,10,4,1,45,1,5,3,2,16,4,2,4,1.3333333333333333,2.0,1.8333333333333333,3,4,1,4,1
1717,165,3,0,2,0,Q2,0,4,1,45,1,5,3,2,16,4,2,4,1.3333333333333333,2.0,1.8333333333333333,3,4,1,4,0
1718,165,1,2,3,0,Q2,51,4,1,45,1,5,3,2,16,4,2,4,1.3333333333333333,2.0,1.8333333333333333,3,4,1,4,2
1719,166,3,2,1,0,Q2,1,5,1,35,1,5,4,1,67,5,4,7,1.0,4.0,1.8333333333333333,1,3,4,3,2
1720,166,1,2,2,1,Q2,2,5,1,35,1,5,4,1,67,5,4,7,1.0,4.0,1.8333333333333333,1,3,4,3,2
1721,166,2,1,3,0,Q2,0,5,1,35,1,5,4,1,67,5,4,7,1.0,4.0,1.8333333333333333,1,3,4,3,1
1722,167,3,2,1,0,Q2,54,6,0,39,1,4,2,4,4,2,3,6,2.0,2.0,2.0,2,2,2,4,2
1723,167,2,0,2,0,Q2,46,6,0,39,1,4,2,4,4,2,3,6,2.0,2.0,2.0,2,2,2,4,0
1724,167,1,1,3,0,Q2,45,6,0,39,1,4,2,4,4,2,3,6,2.0,2.0,2.0,2,2,2,4,1
1725,169,1,1,1,0,Q2,100,2,0,46,1,3,3,2,25,2,2,3,4.333333333333333,3.0,2.5,3,3,3,2,1
1726,169,3,1,2,1,Q2,100,2,0,46,1,3,3,2,25,2,2,3,4.333333333333333,3.0,2.5,3,3,3,2,1
1727,169,2,2,3,0,Q2,54,2,0,46,1,3,3,2,25,2,2,3,4.333333333333333,3.0,2.5,3,3,3,2,2
1728,170,2,0,1,0,Q2,0,3,1,34,1,4,4,1,33,2,3,5,4.0,2.0,4.0,4,4,4,2,0
1729,170,1,1,2,0,Q2,50,3,1,34,1,4,4,1,33,2,3,5,4.0,2.0,4.0,4,4,4,2,1
1730,170,3,0,3,0,Q2,100,3,1,34,1,4,4,1,33,2,3,5,4.0,2.0,4.0,4,4,4,2,0
1731,171,2,2,1,0,Q2,0,4,1,39,1,3,4,2,70,2,4,7,2.6666666666666665,2.0,2.5,3,3,4,4,2
1732,171,3,2,2,1,Q2,30,4,1,39,1,3,4,2,70,2,4,7,2.6666666666666665,2.0,2.5,3,3,4,4,2
1733,171,1,2,3,1,Q2,50,4,1,39,1,3,4,2,70,2,4,7,2.6666666666666665,2.0,2.5,3,3,4,4,2
1734,172,3,2,1,0,Q2,100,5,1,52,1,5,4,2,49,5,1,4,5.0,3.75,4.5,2,3,5,3,2
1735,172,1,2,2,1,Q2,100,5,1,52,1,5,4,2,49,5,1,4,5.0,3.75,4.5,2,3,5,3,2
1736,172,2,0,3,0,Q2,0,5,1,52,1,5,4,2,49,5,1,4,5.0,3.75,4.5,2,3,5,3,0
1737,173,3,1,1,0,Q2,24,6,1,36,1,5,1,4,45,2,4,7,2.3333333333333335,2.0,2.3333333333333335,4,3,4,4,1
1738,173,2,1,2,1,Q2,9,6,1,36,1,5,1,4,45,2,4,7,2.3333333333333335,2.0,2.3333333333333335,4,3,4,4,1
1739,173,1,0,3,0,Q2,0,6,1,36,1,5,1,4,45,2,4,7,2.3333333333333335,2.0,2.3333333333333335,4,3,4,4,0
1740,175,1,2,1,0,Q2,49,2,1,49,1,5,4,4,42,2,3,4,3.0,3.25,2.3333333333333335,2,2,5,3,2
1741,175,3,0,2,0,Q2,8,2,1,49,1,5,4,4,42,2,3,4,3.0,3.25,2.3333333333333335,2,2,5,3,0
1742,175,2,1,3,0,Q2,5,2,1,49,1,5,4,4,42,2,3,4,3.0,3.25,2.3333333333333335,2,2,5,3,1
1743,176,2,2,1,0,Q2,95,3,0,47,1,3,3,5,76,4,3,4,2.6666666666666665,3.0,2.8333333333333335,4,4,2,5,2
1744,176,1,2,2,1,Q2,85,3,0,47,1,3,3,5,76,4,3,4,2.6666666666666665,3.0,2.8333333333333335,4,4,2,5,2
1745,176,3,2,3,1,Q2,85,3,0,47,1,3,3,5,76,4,3,4,2.6666666666666665,3.0,2.8333333333333335,4,4,2,5,2
1746,177,2,1,1,0,Q2,7,4,1,36,1,2,3,2,1,4,2,6,3.0,2.0,3.6666666666666665,3,3,4,2,1
1747,177,3,2,2,0,Q2,50,4,1,36,1,2,3,2,1,4,2,6,3.0,2.0,3.6666666666666665,3,3,4,2,2
1748,177,1,2,3,1,Q2,43,4,1,36,1,2,3,2,1,4,2,6,3.0,2.0,3.6666666666666665,3,3,4,2,2
1749,178,3,1,1,0,Q2,62,5,0,53,1,5,2,4,30,4,4,5,4.666666666666667,3.25,4.333333333333333,5,5,5,4,1
1750,178,1,1,2,1,Q2,66,5,0,53,1,5,2,4,30,4,4,5,4.666666666666667,3.25,4.333333333333333,5,5,5,4,1
1751,178,2,1,3,1,Q2,0,5,0,53,1,5,2,4,30,4,4,5,4.666666666666667,3.25,4.333333333333333,5,5,5,4,1
1752,179,3,0,1,0,Q2,64,6,1,51,1,3,4,4,27,3,4,5,2.3333333333333335,2.0,3.0,3,3,3,3,0
1753,179,2,0,2,0,Q2,25,6,1,51,1,3,4,4,27,3,4,5,2.3333333333333335,2.0,3.0,3,3,3,3,0
1754,179,1,2,3,0,Q2,76,6,1,51,1,3,4,4,27,3,4,5,2.3333333333333335,2.0,3.0,3,3,3,3,2
1755,183,2,1,1,0,Q2,70,4,0,41,1,5,3,4,6,4,2,5,4.0,3.0,4.166666666666667,5,4,4,3,1
1756,183,3,1,2,1,Q2,70,4,0,41,1,5,3,4,6,4,2,5,4.0,3.0,4.166666666666667,5,4,4,3,1
1757,183,1,1,3,1,Q2,100,4,0,41,1,5,3,4,6,4,2,5,4.0,3.0,4.166666666666667,5,4,4,3,1
1758,184,3,1,1,0,Q2,12,5,1,19,1,3,4,2,22,3,4,7,3.3333333333333335,3.0,3.0,3,3,3,3,1
1759,184,1,0,2,0,Q2,100,5,1,19,1,3,4,2,22,3,4,7,3.3333333333333335,3.0,3.0,3,3,3,3,0
1760,184,2,0,3,0,Q2,0,5,1,19,1,3,4,2,22,3,4,7,3.3333333333333335,3.0,3.0,3,3,3,3,0
1761,185,3,2,1,0,Q2,82,6,1,29,1,5,4,4,64,3,3,5,4.333333333333333,1.5,3.5,3,4,3,4,2
1762,185,2,1,2,0,Q2,4,6,1,29,1,5,4,4,64,3,3,5,4.333333333333333,1.5,3.5,3,4,3,4,1
1763,185,1,0,3,0,Q2,78,6,1,29,1,5,4,4,64,3,3,5,4.333333333333333,1.5,3.5,3,4,3,4,0
1764,186,1,2,1,0,Q2,0,1,1,20,1,3,4,4,23,2,4,7,1.0,2.0,2.0,1,4,2,5,2
1765,186,2,2,2,1,Q2,0,1,1,20,1,3,4,4,23,2,4,7,1.0,2.0,2.0,1,4,2,5,2
1766,186,3,2,3,1,Q2,66,1,1,20,1,3,4,4,23,2,4,7,1.0,2.0,2.0,1,4,2,5,2
1767,187,1,1,1,0,Q2,100,2,0,46,1,3,4,1,67,4,3,6,5.0,4.0,4.666666666666667,5,3,5,3,1
1768,187,3,1,2,1,Q2,53,2,0,46,1,3,4,1,67,4,3,6,5.0,4.0,4.666666666666667,5,3,5,3,1
1769,187,2,1,3,1,Q2,12,2,0,46,1,3,4,1,67,4,3,6,5.0,4.0,4.666666666666667,5,3,5,3,1
1770,190,3,2,1,0,Q2,45,5,0,32,1,5,3,2,86,3,3,7,1.6666666666666667,2.25,3.5,2,3,4,4,2
1771,190,1,2,2,1,Q2,65,5,0,32,1,5,3,2,86,3,3,7,1.6666666666666667,2.25,3.5,2,3,4,4,2
1772,190,2,1,3,0,Q2,5,5,0,32,1,5,3,2,86,3,3,7,1.6666666666666667,2.25,3.5,2,3,4,4,1
